案例编号,任务类型,请求序列,历史时隙,负载状态类型,历史资源缓存量,综合评价值,请求保障率,资源冗余率,案例质量分,近期平均请求到达量,请求到达量趋势,等待服务队列趋势,空闲算力资源趋势
train_0_0_demo_game_001_user_seq_001_t14,快速问答服务,请求序列001,14,oversupply_risk,132.35152959823608,-13.61783504486084,1.0,1.0,-1.0,0.0,0.0,0.0,40.0023193359375
train_0_0_demo_game_001_user_seq_001_t14,快速问答服务,请求序列001,14,oversupply_risk,132.35152959823608,-13.61783504486084,1.0,1.0,-1.0,0.0,0.0,0.0,43.022918701171875
train_0_0_demo_game_001_user_seq_001_t15,快速问答服务,请求序列001,15,oversupply_risk,132.79238939285278,-14.945759773254395,1.0,1.0,-1.0,0.0,0.0,0.0,43.022918701171875
train_0_0_demo_game_001_user_seq_001_t15,快速问答服务,请求序列001,15,oversupply_risk,132.79238939285278,-14.945759773254395,1.0,1.0,-1.0,0.0,0.0,0.0,59.756439208984375
train_0_0_demo_game_001_user_seq_001_t16,快速问答服务,请求序列001,16,oversupply_risk,153.09982299804688,-16.476757049560547,1.0,1.0,-1.0,0.0,0.0,0.0,59.756439208984375
train_0_0_demo_game_001_user_seq_001_t16,快速问答服务,请求序列001,16,oversupply_risk,153.09982299804688,-16.476757049560547,1.0,1.0,-1.0,0.0,0.0,0.0,66.28598022460938
train_0_0_demo_game_001_user_seq_001_t17,快速问答服务,请求序列001,17,oversupply_risk,74.28170442581177,-17.219573974609375,1.0,1.0,-1.0,0.0,0.0,0.0,66.28598022460938
train_0_0_demo_game_001_user_seq_001_t17,快速问答服务,请求序列001,17,oversupply_risk,74.28170442581177,-17.219573974609375,1.0,1.0,-1.0,0.0,0.0,0.0,71.4730224609375
train_0_0_demo_game_001_user_seq_001_t18,快速问答服务,请求序列001,18,oversupply_risk,57.630765438079834,-17.795883178710938,1.0,1.0,-1.0,0.0,0.0,0.0,71.4730224609375
train_0_0_demo_game_001_user_seq_001_t18,快速问答服务,请求序列001,18,oversupply_risk,57.630765438079834,-17.795883178710938,1.0,1.0,-1.0,0.0,0.0,0.0,56.845428466796875
train_0_0_demo_game_001_user_seq_001_t19,快速问答服务,请求序列001,19,oversupply_risk,66.15523099899292,-18.457435607910156,1.0,1.0,-1.0,0.0,0.0,0.0,56.845428466796875
train_0_0_demo_game_001_user_seq_001_t19,快速问答服务,请求序列001,19,oversupply_risk,66.15523099899292,-18.457435607910156,1.0,1.0,-1.0,0.0,0.0,0.0,32.97821044921875
train_0_0_demo_game_001_user_seq_001_t20,快速问答服务,请求序列001,20,oversupply_risk,100.86324214935303,-19.466068267822266,1.0,1.0,-1.0,0.0,0.0,0.0,32.97821044921875
train_0_0_demo_game_001_user_seq_001_t20,快速问答服务,请求序列001,20,oversupply_risk,100.86324214935303,-19.466068267822266,1.0,1.0,-1.0,0.0,0.0,0.0,30.946563720703125
train_0_0_demo_game_001_user_seq_001_t21,快速问答服务,请求序列001,21,oversupply_risk,96.26647233963013,-20.42873191833496,1.0,1.0,-1.0,0.0,0.0,0.0,30.946563720703125
train_0_0_demo_game_001_user_seq_001_t21,快速问答服务,请求序列001,21,oversupply_risk,96.26647233963013,-20.42873191833496,1.0,1.0,-1.0,0.0,0.0,0.0,41.7545166015625
train_0_0_demo_game_001_user_seq_001_t22,快速问答服务,请求序列001,22,oversupply_risk,106.1825156211853,-21.490558624267578,1.0,1.0,-1.0,0.0,0.0,0.0,41.7545166015625
train_0_0_demo_game_001_user_seq_001_t22,快速问答服务,请求序列001,22,oversupply_risk,106.1825156211853,-21.490558624267578,1.0,1.0,-1.0,0.0,0.0,0.0,49.28240966796875
train_0_0_demo_game_001_user_seq_001_t23,快速问答服务,请求序列001,23,oversupply_risk,101.79024934768677,-22.508460998535156,1.0,1.0,-1.0,0.0,0.0,0.0,49.28240966796875
train_0_0_demo_game_001_user_seq_001_t23,快速问答服务,请求序列001,23,oversupply_risk,101.79024934768677,-22.508460998535156,1.0,1.0,-1.0,0.0,0.0,0.0,50.61236572265625
train_0_0_demo_game_001_user_seq_001_t24,快速问答服务,请求序列001,24,oversupply_risk,0.0,-22.508460998535156,1.0,1.0,-1.0,0.0,0.0,0.0,50.61236572265625
train_0_0_demo_game_001_user_seq_001_t24,快速问答服务,请求序列001,24,oversupply_risk,0.0,-22.508460998535156,1.0,1.0,-1.0,0.0,0.0,0.0,51.9932861328125
train_0_0_demo_game_001_user_seq_001_t25,快速问答服务,请求序列001,25,oversupply_risk,95.52347660064697,-23.46369743347168,1.0,1.0,-1.0,0.0,0.0,0.0,51.9932861328125
train_0_0_demo_game_001_user_seq_001_t25,快速问答服务,请求序列001,25,oversupply_risk,95.52347660064697,-23.46369743347168,1.0,1.0,-1.0,0.0,0.0,0.0,25.44757080078125
train_0_0_demo_game_001_user_seq_001_t26,快速问答服务,请求序列001,26,oversupply_risk,107.33850002288818,-24.537080764770508,1.0,1.0,-1.0,0.0,0.0,0.0,25.44757080078125
train_0_0_demo_game_001_user_seq_001_t26,快速问答服务,请求序列001,26,oversupply_risk,107.33850002288818,-24.537080764770508,1.0,1.0,-1.0,0.0,0.0,0.0,23.88079833984375
train_0_0_demo_game_001_user_seq_001_t27,快速问答服务,请求序列001,27,oversupply_risk,181.61975145339966,-26.3532772064209,1.0,1.0,-1.0,0.0,0.0,0.0,23.88079833984375
train_0_0_demo_game_001_user_seq_001_t27,快速问答服务,请求序列001,27,oversupply_risk,181.61975145339966,-26.3532772064209,1.0,1.0,-1.0,0.0,0.0,0.0,50.71551513671875
train_0_0_demo_game_001_user_seq_001_t28,快速问答服务,请求序列001,28,oversupply_risk,97.25649952888489,-27.325843811035156,1.0,1.0,-1.0,0.0,0.0,0.0,50.71551513671875
train_0_0_demo_game_001_user_seq_001_t28,快速问答服务,请求序列001,28,oversupply_risk,97.25649952888489,-27.325843811035156,1.0,1.0,-1.0,0.0,0.0,0.0,72.23968505859375
train_0_0_demo_game_001_user_seq_001_t29,快速问答服务,请求序列001,29,oversupply_risk,0.0,-27.325843811035156,1.0,1.0,-1.0,0.0,0.0,0.0,72.23968505859375
train_0_0_demo_game_001_user_seq_001_t29,快速问答服务,请求序列001,29,oversupply_risk,0.0,-27.325843811035156,1.0,1.0,-1.0,0.0,0.0,0.0,69.7191162109375
train_0_0_demo_game_001_user_seq_001_t30,快速问答服务,请求序列001,30,oversupply_risk,141.60776138305664,-28.74192237854004,1.0,1.0,-1.0,0.0,0.0,0.0,69.7191162109375
train_0_0_demo_game_001_user_seq_001_t30,快速问答服务,请求序列001,30,oversupply_risk,141.60776138305664,-28.74192237854004,1.0,1.0,-1.0,0.0,0.0,0.0,24.31414794921875
train_0_0_demo_game_001_user_seq_001_t31,快速问答服务,请求序列001,31,oversupply_risk,82.75882601737976,-29.569509506225586,1.0,1.0,-1.0,0.0,0.0,0.0,24.31414794921875
train_0_0_demo_game_001_user_seq_001_t31,快速问答服务,请求序列001,31,oversupply_risk,82.75882601737976,-29.569509506225586,1.0,1.0,-1.0,0.0,0.0,0.0,35.40179443359375
train_0_0_demo_game_001_user_seq_001_t32,快速问答服务,请求序列001,32,oversupply_risk,79.3938159942627,-30.363447189331055,1.0,1.0,-1.0,0.0,0.0,0.0,35.40179443359375
train_0_0_demo_game_001_user_seq_001_t32,快速问答服务,请求序列001,32,oversupply_risk,79.3938159942627,-30.363447189331055,1.0,1.0,-1.0,0.0,0.0,0.0,56.09136962890625
train_0_0_demo_game_001_user_seq_001_t33,快速问答服务,请求序列001,33,oversupply_risk,132.87217617034912,-31.692169189453125,1.0,1.0,-1.0,0.0,0.0,0.0,56.09136962890625
train_0_0_demo_game_001_user_seq_001_t33,快速问答服务,请求序列001,33,oversupply_risk,132.87217617034912,-31.692169189453125,1.0,1.0,-1.0,0.0,0.0,0.0,40.5379638671875
train_0_0_demo_game_001_user_seq_001_t34,快速问答服务,请求序列001,34,oversupply_risk,125.50045251846313,-32.947174072265625,1.0,1.0,-1.0,0.0,0.0,0.0,40.5379638671875
train_0_0_demo_game_001_user_seq_001_t34,快速问答服务,请求序列001,34,oversupply_risk,125.50045251846313,-32.947174072265625,1.0,1.0,-1.0,0.0,0.0,0.0,53.06634521484375
train_0_0_demo_game_001_user_seq_001_t35,快速问答服务,请求序列001,35,oversupply_risk,122.37416505813599,-34.17091369628906,1.0,1.0,-1.0,0.0,0.0,0.0,53.06634521484375
train_0_0_demo_game_001_user_seq_001_t35,快速问答服务,请求序列001,35,oversupply_risk,122.37416505813599,-34.17091369628906,1.0,1.0,-1.0,0.0,0.0,0.0,64.59320068359375
train_0_0_demo_game_001_user_seq_001_t36,快速问答服务,请求序列001,36,oversupply_risk,181.1739444732666,-35.9826545715332,1.0,1.0,-1.0,0.0,0.0,0.0,64.59320068359375
train_0_0_demo_game_001_user_seq_001_t36,快速问答服务,请求序列001,36,oversupply_risk,181.1739444732666,-35.9826545715332,1.0,1.0,-1.0,0.0,0.0,0.0,61.96917724609375
train_0_0_demo_game_001_user_seq_001_t37,快速问答服务,请求序列001,37,oversupply_risk,117.54820346832275,-37.15813446044922,1.0,1.0,-1.0,0.0,0.0,0.0,61.96917724609375
train_0_0_demo_game_001_user_seq_001_t37,快速问答服务,请求序列001,37,oversupply_risk,117.54820346832275,-37.15813446044922,1.0,1.0,-1.0,0.0,0.0,0.0,75.88726806640625
train_0_0_demo_game_001_user_seq_001_t38,快速问答服务,请求序列001,38,oversupply_risk,138.90762329101562,-38.547210693359375,1.0,1.0,-1.0,0.0,0.0,0.0,75.88726806640625
train_0_0_demo_game_001_user_seq_001_t38,快速问答服务,请求序列001,38,oversupply_risk,138.90762329101562,-38.547210693359375,1.0,1.0,-1.0,0.0,0.0,0.0,74.6802978515625
train_0_0_demo_game_001_user_seq_001_t39,快速问答服务,请求序列001,39,oversupply_risk,177.09428071975708,-40.318153381347656,1.0,1.0,-1.0,0.0,0.0,0.0,74.6802978515625
train_0_0_demo_game_001_user_seq_001_t39,快速问答服务,请求序列001,39,oversupply_risk,177.09428071975708,-40.318153381347656,1.0,1.0,-1.0,0.0,0.0,0.0,64.11419677734375
train_0_0_demo_game_001_user_seq_001_t40,快速问答服务,请求序列001,40,oversupply_risk,150.2327799797058,-41.82048034667969,1.0,1.0,-1.0,0.0,0.0,0.0,64.11419677734375
train_0_0_demo_game_001_user_seq_001_t40,快速问答服务,请求序列001,40,oversupply_risk,150.2327799797058,-41.82048034667969,1.0,1.0,-1.0,0.0,0.0,0.0,79.000732421875
train_0_0_demo_game_001_user_seq_001_t41,快速问答服务,请求序列001,41,oversupply_risk,66.36618375778198,-42.48414611816406,1.0,1.0,-1.0,0.0,0.0,0.0,79.000732421875
train_0_0_demo_game_001_user_seq_001_t41,快速问答服务,请求序列001,41,oversupply_risk,66.36618375778198,-42.48414611816406,1.0,1.0,-1.0,0.0,0.0,0.0,81.83154296875
train_0_0_demo_game_001_user_seq_001_t42,快速问答服务,请求序列001,42,oversupply_risk,141.54036045074463,-43.8995475769043,1.0,1.0,-1.0,0.0,0.0,0.0,81.83154296875
train_0_0_demo_game_001_user_seq_001_t42,快速问答服务,请求序列001,42,oversupply_risk,141.54036045074463,-43.8995475769043,1.0,1.0,-1.0,0.0,0.0,0.0,54.14898681640625
train_0_0_demo_game_001_user_seq_001_t43,快速问答服务,请求序列001,43,oversupply_risk,120.20405530929565,-45.101593017578125,1.0,1.0,-1.0,0.0,0.0,0.0,54.14898681640625
train_0_0_demo_game_001_user_seq_001_t43,快速问答服务,请求序列001,43,oversupply_risk,120.20405530929565,-45.101593017578125,1.0,1.0,-1.0,0.0,0.0,0.0,51.9769287109375
train_0_0_demo_game_001_user_seq_001_t44,快速问答服务,请求序列001,44,oversupply_risk,84.3417227268219,-45.94500732421875,1.0,1.0,-1.0,0.0,0.0,0.0,51.9769287109375
train_0_0_demo_game_001_user_seq_001_t44,快速问答服务,请求序列001,44,oversupply_risk,84.3417227268219,-45.94500732421875,1.0,1.0,-1.0,0.0,0.0,0.0,65.436767578125
train_0_0_demo_game_001_user_seq_001_t45,快速问答服务,请求序列001,45,oversupply_risk,160.95367670059204,-47.55454635620117,1.0,1.0,-1.0,0.0,0.0,0.0,65.436767578125
train_0_0_demo_game_001_user_seq_001_t45,快速问答服务,请求序列001,45,oversupply_risk,160.95367670059204,-47.55454635620117,1.0,1.0,-1.0,0.0,0.0,0.0,51.1357421875
train_0_0_demo_game_001_user_seq_001_t46,快速问答服务,请求序列001,46,oversupply_risk,169.7187304496765,-49.251731872558594,1.0,1.0,-1.0,0.0,0.0,0.0,51.1357421875
train_0_0_demo_game_001_user_seq_001_t46,快速问答服务,请求序列001,46,oversupply_risk,169.7187304496765,-49.251731872558594,1.0,1.0,-1.0,0.0,0.0,0.0,61.3233642578125
train_0_0_demo_game_001_user_seq_001_t47,快速问答服务,请求序列001,47,oversupply_risk,170.5137848854065,-50.956871032714844,1.0,1.0,-1.0,0.0,0.0,0.0,61.3233642578125
train_0_0_demo_game_001_user_seq_001_t47,快速问答服务,请求序列001,47,oversupply_risk,170.5137848854065,-50.956871032714844,1.0,1.0,-1.0,0.0,0.0,0.0,82.6680908203125
train_0_0_demo_game_001_user_seq_001_t48,快速问答服务,请求序列001,48,oversupply_risk,116.80246591567993,-52.12489318847656,1.0,1.0,-1.0,0.0,0.0,0.0,82.6680908203125
train_0_0_demo_game_001_user_seq_001_t48,快速问答服务,请求序列001,48,oversupply_risk,116.80246591567993,-52.12489318847656,1.0,1.0,-1.0,0.0,0.0,0.0,85.05908203125
train_0_0_demo_game_001_user_seq_001_t49,快速问答服务,请求序列001,49,oversupply_risk,139.10658359527588,-53.51595687866211,1.0,1.0,-1.0,0.0,0.0,0.0,85.05908203125
train_0_0_demo_game_001_user_seq_001_t49,快速问答服务,请求序列001,49,oversupply_risk,139.10658359527588,-53.51595687866211,1.0,1.0,-1.0,0.0,0.0,0.0,71.82958984375
train_0_0_demo_game_001_user_seq_001_t50,快速问答服务,请求序列001,50,oversupply_risk,84.97591018676758,-54.36571502685547,1.0,1.0,-1.0,0.0,0.0,0.0,71.82958984375
train_0_0_demo_game_001_user_seq_001_t50,快速问答服务,请求序列001,50,oversupply_risk,84.97591018676758,-54.36571502685547,1.0,1.0,-1.0,0.0,0.0,0.0,63.976318359375
train_0_0_demo_game_001_user_seq_001_t51,快速问答服务,请求序列001,51,oversupply_risk,127.50346660614014,-55.640750885009766,1.0,1.0,-1.0,0.0,0.0,0.0,63.976318359375
train_0_0_demo_game_001_user_seq_001_t51,快速问答服务,请求序列001,51,oversupply_risk,127.50346660614014,-55.640750885009766,1.0,1.0,-1.0,0.0,0.0,0.0,56.02001953125
train_0_0_demo_game_001_user_seq_001_t52,快速问答服务,请求序列001,52,oversupply_risk,179.90753650665283,-57.43982696533203,1.0,1.0,-1.0,0.0,0.0,0.0,56.02001953125
train_0_0_demo_game_001_user_seq_001_t52,快速问答服务,请求序列001,52,oversupply_risk,179.90753650665283,-57.43982696533203,1.0,1.0,-1.0,0.0,0.0,0.0,53.1199951171875
train_0_0_demo_game_001_user_seq_001_t53,快速问答服务,请求序列001,53,oversupply_risk,182.62823820114136,-59.26611328125,1.0,1.0,-1.0,0.0,0.0,0.0,53.1199951171875
train_0_0_demo_game_001_user_seq_001_t53,快速问答服务,请求序列001,53,oversupply_risk,182.62823820114136,-59.26611328125,1.0,1.0,-1.0,0.0,0.0,0.0,76.85302734375
train_0_0_demo_game_001_user_seq_001_t54,快速问答服务,请求序列001,54,oversupply_risk,81.04498386383057,-60.07656478881836,1.0,1.0,-1.0,0.0,0.0,0.0,76.85302734375
train_0_0_demo_game_001_user_seq_001_t54,快速问答服务,请求序列001,54,oversupply_risk,81.04498386383057,-60.07656478881836,1.0,1.0,-1.0,0.0,0.0,0.0,90.634765625
train_0_0_demo_game_001_user_seq_001_t55,快速问答服务,请求序列001,55,oversupply_risk,133.92945528030396,-61.415855407714844,1.0,1.0,-1.0,0.0,0.0,0.0,90.634765625
train_0_0_demo_game_001_user_seq_001_t55,快速问答服务,请求序列001,55,oversupply_risk,133.92945528030396,-61.415855407714844,1.0,1.0,-1.0,0.0,0.0,0.0,65.9183349609375
train_0_0_demo_game_001_user_seq_001_t56,快速问答服务,请求序列001,56,oversupply_risk,143.21197271347046,-62.84798049926758,1.0,1.0,-1.0,0.0,0.0,0.0,65.9183349609375
train_0_0_demo_game_001_user_seq_001_t56,快速问答服务,请求序列001,56,oversupply_risk,143.21197271347046,-62.84798049926758,1.0,1.0,-1.0,0.0,0.0,0.0,53.74365234375
train_0_0_demo_game_001_user_seq_001_t57,快速问答服务,请求序列001,57,oversupply_risk,136.38451099395752,-64.21182250976562,1.0,1.0,-1.0,0.0,0.0,0.0,53.74365234375
train_0_0_demo_game_001_user_seq_001_t57,快速问答服务,请求序列001,57,oversupply_risk,136.38451099395752,-64.21182250976562,1.0,1.0,-1.0,0.0,0.0,0.0,69.285400390625
train_0_0_demo_game_001_user_seq_001_t58,快速问答服务,请求序列001,58,oversupply_risk,174.65193271636963,-65.95834350585938,1.0,1.0,-1.0,0.0,0.0,0.0,69.285400390625
train_0_0_demo_game_001_user_seq_001_t58,快速问答服务,请求序列001,58,oversupply_risk,174.65193271636963,-65.95834350585938,1.0,1.0,-1.0,0.0,0.0,0.0,69.8985595703125
train_0_0_demo_game_001_user_seq_001_t59,快速问答服务,请求序列001,59,oversupply_risk,83.58141779899597,-66.79415130615234,1.0,1.0,-1.0,0.0,0.0,0.0,69.8985595703125
train_0_0_demo_game_001_user_seq_001_t59,快速问答服务,请求序列001,59,oversupply_risk,83.58141779899597,-66.79415130615234,1.0,1.0,-1.0,0.0,0.0,0.0,77.7587890625
train_0_0_demo_game_001_user_seq_001_t60,快速问答服务,请求序列001,60,oversupply_risk,98.19212555885315,-67.77607727050781,1.0,1.0,-1.0,0.0,0.0,0.0,77.7587890625
train_0_0_demo_game_001_user_seq_001_t60,快速问答服务,请求序列001,60,oversupply_risk,98.19212555885315,-67.77607727050781,1.0,1.0,-1.0,0.0,0.0,0.0,64.5579833984375
train_0_0_demo_game_001_user_seq_001_t61,快速问答服务,请求序列001,61,oversupply_risk,147.83450365066528,-69.2544174194336,1.0,1.0,-1.0,0.0,0.0,0.0,64.5579833984375
train_0_0_demo_game_001_user_seq_001_t61,快速问答服务,请求序列001,61,oversupply_risk,147.83450365066528,-69.2544174194336,1.0,1.0,-1.0,0.0,0.0,0.0,45.4429931640625
train_0_0_demo_game_001_user_seq_001_t62,快速问答服务,请求序列001,62,oversupply_risk,176.14779472351074,-71.01589965820312,1.0,1.0,-1.0,0.0,0.0,0.0,45.4429931640625
train_0_0_demo_game_001_user_seq_001_t62,快速问答服务,请求序列001,62,oversupply_risk,176.14779472351074,-71.01589965820312,1.0,1.0,-1.0,0.0,0.0,0.0,61.5068359375
train_0_0_demo_game_001_user_seq_001_t63,快速问答服务,请求序列001,63,oversupply_risk,149.9333381652832,-72.51522827148438,1.0,1.0,-1.0,0.0,0.0,0.0,61.5068359375
train_0_0_demo_game_001_user_seq_001_t63,快速问答服务,请求序列001,63,oversupply_risk,149.9333381652832,-72.51522827148438,1.0,1.0,-1.0,0.0,0.0,0.0,80.99609375
train_0_0_demo_game_001_user_seq_001_t64,快速问答服务,请求序列001,64,oversupply_risk,158.4555149078369,-74.09978485107422,1.0,1.0,-1.0,0.0,0.0,0.0,80.99609375
train_0_0_demo_game_001_user_seq_001_t64,快速问答服务,请求序列001,64,oversupply_risk,158.4555149078369,-74.09978485107422,1.0,1.0,-1.0,0.0,0.0,0.0,81.5205078125
train_0_0_demo_game_001_user_seq_001_t65,快速问答服务,请求序列001,65,oversupply_risk,119.22425031661987,-75.29203033447266,1.0,1.0,-1.0,0.0,0.0,0.0,81.5205078125
train_0_0_demo_game_001_user_seq_001_t65,快速问答服务,请求序列001,65,oversupply_risk,119.22425031661987,-75.29203033447266,1.0,1.0,-1.0,0.0,0.0,0.0,77.0977783203125
train_0_0_demo_game_001_user_seq_001_t66,快速问答服务,请求序列001,66,oversupply_risk,21.24217450618744,-75.50444793701172,1.0,1.0,-1.0,0.0,0.0,0.0,77.0977783203125
train_0_0_demo_game_001_user_seq_001_t66,快速问答服务,请求序列001,66,oversupply_risk,21.24217450618744,-75.50444793701172,1.0,1.0,-1.0,0.0,0.0,0.0,69.4205322265625
train_0_0_demo_game_001_user_seq_001_t67,快速问答服务,请求序列001,67,oversupply_risk,169.3508267402649,-77.19795989990234,1.0,1.0,-1.0,0.0,0.0,0.0,69.4205322265625
train_0_0_demo_game_001_user_seq_001_t67,快速问答服务,请求序列001,67,oversupply_risk,169.3508267402649,-77.19795989990234,1.0,1.0,-1.0,0.0,0.0,0.0,35.11572265625
train_0_0_demo_game_001_user_seq_001_t68,快速问答服务,请求序列001,68,oversupply_risk,151.91658735275269,-78.71711730957031,1.0,1.0,-1.0,0.0,0.0,0.0,35.11572265625
train_0_0_demo_game_001_user_seq_001_t68,快速问答服务,请求序列001,68,oversupply_risk,151.91658735275269,-78.71711730957031,1.0,1.0,-1.0,0.0,0.0,0.0,47.6470947265625
train_0_0_demo_game_001_user_seq_001_t69,快速问答服务,请求序列001,69,oversupply_risk,66.45169258117676,-79.38163757324219,1.0,1.0,-1.0,0.0,0.0,0.0,47.6470947265625
train_0_0_demo_game_001_user_seq_001_t69,快速问答服务,请求序列001,69,oversupply_risk,66.45169258117676,-79.38163757324219,1.0,1.0,-1.0,0.0,0.0,0.0,80.317626953125
train_0_0_demo_game_001_user_seq_001_t70,快速问答服务,请求序列001,70,oversupply_risk,149.55594539642334,-80.877197265625,1.0,1.0,-1.0,0.0,0.0,0.0,80.317626953125
train_0_0_demo_game_001_user_seq_001_t70,快速问答服务,请求序列001,70,oversupply_risk,149.55594539642334,-80.877197265625,1.0,1.0,-1.0,0.0,0.0,0.0,54.5914306640625
train_0_0_demo_game_001_user_seq_001_t71,快速问答服务,请求序列001,71,oversupply_risk,146.9034194946289,-82.34622955322266,1.0,1.0,-1.0,0.0,0.0,0.0,54.5914306640625
train_0_0_demo_game_001_user_seq_001_t71,快速问答服务,请求序列001,71,oversupply_risk,146.9034194946289,-82.34622955322266,1.0,1.0,-1.0,0.0,0.0,0.0,54.00244140625
train_0_0_demo_game_001_user_seq_001_t72,快速问答服务,请求序列001,72,oversupply_risk,0.0,-82.34622955322266,1.0,1.0,-1.0,0.0,0.0,0.0,54.00244140625
train_0_0_demo_game_001_user_seq_001_t72,快速问答服务,请求序列001,72,oversupply_risk,0.0,-82.34622955322266,1.0,1.0,-1.0,0.0,0.0,0.0,74.114990234375
train_0_0_demo_game_001_user_seq_001_t73,快速问答服务,请求序列001,73,oversupply_risk,178.49886417388916,-84.13121795654297,1.0,1.0,-1.0,0.0,0.0,0.0,74.114990234375
train_0_0_demo_game_001_user_seq_001_t73,快速问答服务,请求序列001,73,oversupply_risk,178.49886417388916,-84.13121795654297,1.0,1.0,-1.0,0.0,0.0,0.0,36.7242431640625
